Latitude,Longitude,DateTime,N_res,E_res,C_res,TotalPoints,Minimum_Distance,Average_Distance,N,E,C,H,D,F,I
62.54775,39.520267,2014-09-30 11:53:00,17.514028660837127,-2.9887040392305178,1.5447823168532917,15,353.9363926660295,655.5278404978937,12973.874509979118,3501.5019272360832,52045.030934155184,13438.077821888213,15.10363041703996,53751.903970783154,75.52237571150468
62.327482999999994,39.2864,2014-09-30 12:09:00,17.478301008549447,-3.053628476445208,1.4141314066050783,15,339.4961616551515,648.7709701628257,13053.579817368667,3446.533495766394,51985.4845025424,13500.908828143916,14.79027142023784,53710.0096643999,75.44159777077773
59.422467000000005,35.165983000000004,2014-09-30 16:27:00,19.6655263782978,-7.616078847840665,-4.538599938571742,18,212.977959787665,641.0001676211882,14690.062517900862,3035.165120407401,50720.49183472433,15000.338799106288,11.673815935238093,52892.13983234476,73.52467345509932
58.98025,34.7592,2014-09-30 16:59:00,18.28258471877546,-5.265903610058454,-4.6340617389301215,18,168.18239223562554,639.657704539924,14936.521853040209,2993.037903896228,50525.291690275655,15233.448754648674,11.331078563957524,52771.801763327596,73.22186474460979
58.817917,34.471817,2014-09-30 17:15:00,17.5665795317743,-4.07334386472965,-4.683640416061432,18,151.30436687082675,639.6489261216277,15023.720649331011,2970.4404220716165,50433.463200857215,15314.55838247424,11.184085464936652,52707.39899561001,73.108632173824
58.827932999999994,34.4483,2014-09-30 17:47:00,16.366679228574732,-1.803570293114288,-4.894785308137384,18,152.58709675502044,639.6784198296178,15017.54518854621,2972.405159815745,50434.53946276361,15308.881602655587,11.195782103868623,52706.779703802684,73.11487692045804
58.82601700000001,34.448467,2014-09-30 18:04:00,15.599644140333265,-0.47638623724726337,-4.999752964712017,18,152.37464965062154,639.6785708174716,15017.770436068477,2973.6080745934482,50433.74091816968,15309.336166265986,11.200034705832383,52706.14761916111,73.11415193922264
58.81985,34.435233000000004,2014-09-30 18:20:00,14.789670299088252,0.8216808565803243,-5.0847984868640435,18,151.80107297505018,639.6995541037292,15020.275630206646,2973.9331268380097,50429.98098149309,15311.856786499937,11.199407055942649,52703.28206140524,73.11034252049285
58.72725,34.201167,2014-09-30 18:35:00,13.842029162713503,2.058522745249605,-5.081585397346349,18,144.30684459267414,640.3482861067881,15069.334493210701,2960.018374068732,50371.82302229837,15357.29633897498,11.112932639142361,52660.86882527521,73.04465237270217
58.4055,33.569233000000004,2014-09-30 19:08:00,11.418850985882845,4.399640969221682,-4.755143937050728,18,126.88648066994519,645.2241947029258,15240.382429775058,2933.674426011169,50189.82694600168,15520.170818764473,10.895792557105434,52534.69740193832,72.81685291838859
58.24118299999999,33.2367,2014-09-30 19:24:00,10.197254217639841,5.207954366073095,-4.425840245521308,18,126.05236189906712,649.8376641191453,15329.806036919657,2929.9826414859153,50087.49386169018,15607.298017561758,10.82043102772717,52462.79436661603,72.6929294337566
58.04156700000001,33.01435,2014-09-30 19:40:00,8.964706844381878,5.79093166630376,-3.9775199256136715,18,123.39452338690583,654.5753878738122,15431.837974203574,2926.222336455855,49976.94973908487,15706.826554859661,10.73708522115408,52387.02039291278,72.5530356870938
57.91315,32.698767,2014-09-30 19:56:00,7.5208643556188415,7.826879350426684,-3.8688015434862377,15,134.0576470274216,548.2042310234972,15497.10088051387,2923.8375981730765,49868.46883538414,15770.50924990421,10.68439937585904,52302.70687055301,72.45085283504635
57.70956700000001,32.47035,2014-09-30 20:12:00,7.468940327339044,7.749290910918583,-3.790233336089775,15,141.13517260796604,552.179162418375,15589.052018490993,2906.9430583027756,49737.45642134329,15857.769729045533,10.562820849796756,52204.247260586526,72.31618278632739
57.567682999999995,32.223617,2014-09-30 20:28:00,7.732862778600916,8.115760865616604,-3.9900257241057924,15,153.9650472333768,557.7588313558871,15644.01087136373,2886.3112486638165,49625.65723051429,15908.044152802375,10.45348478979962,52113.06673309493,72.22618233678706
57.454032999999995,31.97095,2014-10-01 00:29:00,0.0,0.0,0.0,0,,,15670.962088290271,2853.2843718738945,49529.956880346486,15928.599576843244,10.319068144140179,52028.23188470268,72.17245505678484
57.453767000000006,31.97125,2014-10-01 00:44:00,0.0,0.0,0.0,0,,,15671.071452942708,2853.256419515526,49529.92679237091,15928.702165548279,10.318898758212265,52028.234649432074,72.1723373622636
57.453667,31.971667,2014-10-01 01:00:00,0.0,0.0,0.0,0,,,15671.12486588528,2853.2587791794776,49529.983343441665,15928.755137270857,10.31887269365514,52028.304702582245,72.17230089492804
57.427383,31.894067,2014-10-01 02:42:00,0.0,0.0,0.0,0,,,15677.391533432443,2845.7224829353154,49503.23528507499,15933.57278649151,10.288174615150247,52004.317565293706,72.15822561442852
57.32148299999999,31.6692,2014-10-01 02:59:00,0.0,0.0,0.0,0,,,15703.53596112578,2816.515889728276,49418.83706944396,15954.115564313255,10.168202689564522,51930.29232284093,72.10811992081682
57.195767000000004,31.446666999999998,2014-10-01 03:14:00,0.0,0.0,0.0,0,,,15733.534322883886,2781.3198104222893,49337.83182389907,15977.479218487902,10.024979413436673,51860.40388640027,72.05606102276062
56.703217,29.6966,2014-10-01 05:05:00,19.78262902423469,-2.9079219088172974,-1.8566058674962584,15,556.0942616222878,799.2823470832933,15968.162101238884,2554.0389395981165,48984.73494275285,16171.12599037016,9.087243652984899,51584.974296864566,71.73060909392808
56.252417,28.411983000000003,2014-10-01 06:19:00,16.503559423597743,-3.9939181665247174,-2.814226641791297,30,636.5772171991115,928.6517408622157,16346.83654905725,2417.4530412219033,48733.7343764915,16524.62236688352,8.412218823315124,51459.11008409042,71.26924298872078
56.08541700000001,28.150767,2014-10-01 06:35:00,16.460142151674262,-4.038385201332951,-2.863917554659074,30,654.4447784613628,930.4407736924676,16457.596072327557,2392.2246343909896,48648.07872536958,16630.55041726757,8.270412246614228,51412.16559192031,71.12679092058019
55.628232999999994,27.264867,2014-10-01 07:23:00,16.079368416209213,-4.173263210052885,-3.1073635491489973,30,716.635340061606,937.1538798188245,16736.065532089695,2267.5150329830435,48421.653921705154,16888.976106300965,7.715835231386268,51282.492942841505,70.77175236562441
55.513917000000006,26.967033,2014-10-01 07:40:00,15.842488862403236,-4.215527711829688,-3.2183667905951983,30,737.4513686101021,939.3292404217373,16805.37663324193,2232.7656791172394,48375.448328978746,16953.050650633875,7.568006616160562,51260.0227018351,70.68711973370569
55.39638299999999,26.7034,2014-10-01 07:56:00,15.568135685978467,-4.247412007855392,-3.346081385694245,30,728.0366410688418,941.77696188466,16878.724345733717,2209.745006818917,48330.54224166329,17022.758546558347,7.458683419998641,51240.761332240414,70.5969541703719
53.9293,22.913617000000002,2014-10-01 11:42:00,11.271413375683624,-3.513714088483323,-5.650962867551012,30,543.9268178855274,961.1432181075799,17808.074107353,1869.2357390704894,47367.42345022413,17905.908121656237,5.992145228308788,50638.86205251889,69.29232614778222
53.7951,22.3477,2014-10-01 12:13:00,11.32504996258391,-3.445775774455019,-5.636776689739355,30,504.86997248585817,962.5092822296082,17914.467667840057,1849.4532861313362,47251.02622826176,18009.681542983173,5.894218836554133,50566.86769915208,69.13570470613809
53.72643299999999,22.068817000000003,2014-10-01 12:29:00,8.984063832681505,-3.6381808174909205,-6.2998849236167604,18,485.56616284403293,821.1189314038811,17954.881728954617,1838.2179254203133,47181.259857839024,18048.734665956083,5.845565846417818,50515.62238372419,69.06613172629389
53.61363299999999,21.5195,2014-10-01 13:02:00,9.017076517465945,-3.6122939154813265,-6.263806489362209,18,447.89863729633964,801.1239299505892,18003.06472336097,1802.78855522047,47056.4492291863,18093.10327191989,5.71841418934173,50414.97595028034,68.96835593157397
53.58,21.238517,2014-10-01 13:18:00,9.033483100810594,-3.6111340735264044,-6.240974934098971,18,429.00255936850596,790.8330428771012,18007.752483188036,1778.5488828546281,47012.79400700653,18095.369176241427,5.64056653487319,50375.04527015035,68.94813085846052
53.522383,20.9742,2014-10-01 13:34:00,9.045958060232412,-3.604234897082069,-6.224007815708379,18,410.79139080359465,781.7874314347231,18021.15437060214,1748.5984106291519,46962.167664358516,18105.789163986403,5.542078710686643,50331.548684558154,68.91635885946417
53.4866,20.6822,2014-10-01 13:50:00,9.059364604642642,-3.605474894127481,-6.203124087213137,18,391.1036689212952,771.5814704167655,18024.91405266604,1716.077286932408,46931.410357671564,18106.420073021698,5.438501189890883,50303.078693265736,68.9030859453952
53.3814,20.148067,2014-10-01 14:22:00,0.0,0.0,0.0,0,,,18059.620017502297,1662.5155978703738,46888.16905712601,18135.981729416577,5.259657016533258,50273.394860695065,68.8539145249219
53.353933,19.858717000000002,2014-10-01 14:38:00,0.0,0.0,0.0,0,,,18081.222605047682,1642.9030506860543,46881.29812718323,18155.708229844433,5.1917749090328265,50274.10720656385,68.83012184161268
53.324532999999995,19.568867,2014-10-01 14:54:00,0.0,0.0,0.0,0,,,18113.683698203437,1632.3576788186886,46872.07855951201,18187.086867064754,5.149435708787117,50276.85230003192,68.79298150791134
53.259632999999994,18.964567000000002,2014-10-01 15:26:00,0.0,0.0,0.0,0,,,18209.84927268219,1639.705371550978,46821.0740007712,18283.523846329437,5.145320561247474,50264.30358440262,68.6694668647782
53.26821700000001,18.66485,2014-10-01 15:42:00,0.0,0.0,0.0,0,,,18236.65051559078,1645.491171349641,46792.57961921774,18310.736282923936,5.155830810040312,50247.67229079988,68.62874440003748
53.797867000000004,16.177583,2014-10-01 19:42:00,-0.7003706308642296,4.86351831861266,0.8718315897265408,18,184.94708128791214,658.1029672023324,18145.390343077586,1464.5143545861076,46703.15903436086,18204.394881386255,4.614339965356517,50125.69258161173,68.70469215570884
53.798632999999995,16.178717000000002,2014-10-01 19:57:00,-0.7436304526644495,4.790501153008391,0.9385187461047605,18,184.83399000069352,658.0833210849268,18144.984001741857,1464.6063311665985,46704.0407142697,18203.997256887324,4.614731404654528,50126.36965878262,68.70548162039697
53.798667,16.179067,2014-10-01 20:13:00,-0.7904050458957892,4.70939197161386,1.0137315064993597,18,184.81660581642026,658.0769457525862,18144.925840401178,1464.563896151182,46704.20020453072,18203.935870013604,4.614613004076237,50126.495966748524,68.70561320137043
53.79885,16.17915,2014-10-01 20:30:00,-0.8332675887243959,4.629614779138985,1.0892190164161115,18,184.79734156173544,658.0757054107794,18144.793511711363,1464.5038026106427,46704.44047434027,18203.799135633853,4.614457983725778,50126.67017658062,68.70585855682423
53.79835,16.17895,2014-10-01 21:02:00,-0.8683081600150111,4.546494375219042,1.170391477387985,18,184.84887249191127,658.0786031030634,18145.004194634796,1464.369683761369,46704.07620567225,18203.9983463533,4.613983875102751,50126.403122698466,68.70549519274222
53.79835,16.178817000000002,2014-10-01 21:18:00,-0.8696529218882435,4.547198219963968,1.1689884696703985,18,184.85435948180046,658.0810457343994,18145.00084059046,1464.3564617373459,46704.05352825515,18203.99393957437,4.613943243781602,50126.380393184016,68.70549047242875
53.798467,16.1792,2014-10-01 21:34:00,-0.8613557719302075,4.575694867435522,1.139409130158568,18,184.82843096308306,658.074193308198,18144.956678598603,1464.432094201998,46704.18197107476,18203.95600485644,4.614191701787561,50126.48629032374,68.70558418932379
53.79861700000001,16.178483,2014-10-01 21:50:00,-0.8363941379892382,4.63052297807421,1.0847799916378895,18,184.8450306685636,658.0875944033751,18144.896128211327,1464.420897355487,46704.13659760038,18203.894749975618,4.614171905823807,50126.42176931747,68.70563059039154
53.798367000000006,16.179033,2014-10-01 22:22:00,-0.7547789754918164,4.7760576233670005,0.9446032099109543,18,184.84397679957056,658.0771051562218,18145.10980386653,1464.6089600651478,46703.87739462327,18204.122862699987,4.614707795769157,50126.26310520543,68.70528005669162
53.79793299999999,16.178983,2014-10-01 22:38:00,-0.7123101471664427,4.847199187465639,0.8775809783732098,18,184.88361060388044,658.0773516345967,18145.366881214886,1464.6487423005278,46703.44329419933,18204.38230735151,4.614767501748618,50125.95286602246,68.70482354948076
53.79833299999999,16.178732999999998,2014-10-01 23:10:00,-0.6393712517306195,4.967772307941956,0.7658931576642046,18,184.85929658639066,658.0825621814124,18145.237007758908,1464.7672165543074,46703.622198430814,18204.262387321156,4.615172063978632,50126.07600361508,68.70502552949254
53.798483,16.17865,2014-10-01 23:26:00,-0.6099411025975195,5.016316987220553,0.7214405783808207,18,184.84973752146902,658.0843191102435,18145.190519033345,1464.816103427553,46703.688429852984,18204.219982984116,4.615337204317557,50126.122313038155,68.70509818329532
53.7984,16.179417,2014-10-01 23:42:00,-0.5848116190389411,5.05780153463976,0.6835780943880954,18,184.82527945576595,658.0701048518121,18145.268311749307,1464.9328886255464,46703.70456304077,18204.306920988514,4.6156838777806914,50126.168917895026,68.7050122923546
53.798632999999995,16.179233,2014-10-01 23:58:00,-0.5633365561325355,5.093283985778135,0.6512711388948802,18,184.81270008670333,658.0738446180458,18145.171137655023,1464.9631155029037,46703.83546160275,18204.212494490745,4.615803316936192,50126.256586434174,68.7051671930946
53.795533,16.179567000000002,2014-10-02 03:42:00,0.0,0.0,0.0,0,,,18147.18654309144,1459.7881119452063,46700.755636550326,18205.805688338423,4.599059379497395,50123.96570290825,68.70219185660119
53.889767000000006,16.161282999999997,2014-10-02 04:14:00,0.0,0.0,0.0,0,,,18098.136869951806,1463.3577693294167,46775.79773047699,18157.201715147785,4.622697822436267,50176.2815227181,68.7850257400926
54.20851700000001,15.977882999999999,2014-10-02 05:02:00,0.0,0.0,0.0,0,,,17901.30758377764,1466.197067980205,46996.1026825899,17961.251266300147,4.682328763836264,50311.4322436134,69.08384506498578
54.210117000000004,15.791682999999999,2014-10-02 05:18:00,0.0,0.0,0.0,0,,,17898.46742757225,1455.2694526734365,46959.09760800366,17957.53171891252,4.648318913545545,50275.538720075034,69.07274909735015
54.180867000000006,15.640317000000001,2014-10-02 05:35:00,6.627503917479146,-4.67758724146305,-6.122394779505546,15,393.44937314150053,685.3943947730673,17920.760097433656,1437.1681052740032,46900.1876800985,17978.295098050516,4.585063215398116,50227.94739048223,69.02662393489595
54.15075,15.50235,2014-10-02 05:51:00,6.611638008004981,-4.670924170540812,-6.141890828724883,15,402.9747953393723,691.409406040965,17934.961520789402,1422.170801252742,46850.2094771107,17991.259392831074,4.533839598459205,50185.92972725807,68.99238036634377
54.1506,15.502,2014-10-02 06:22:00,6.570665498655183,-4.672800989550762,-6.171850839338648,15,403.00095650953097,691.425577338871,17934.998550467368,1422.12078654834,46850.002400133344,17991.292353157944,4.533671496256739,50185.748230242614,68.99226048482637
54.145917000000004,15.500732999999999,2014-10-02 06:38:00,6.545469859186353,-4.6760881414982025,-6.190358875933476,15,403.2074654910046,691.5303427899574,17937.76534890957,1421.5361461944356,46846.43049518422,17994.00429941813,4.531119352666136,50183.386104044475,68.98790799448625
54.146,15.500717000000002,2014-10-02 07:26:00,6.021038119554006,-6.566389178285284,-7.080564483592162,24,403.20623026531973,872.2797333422627,17937.187229240575,1419.6524960197364,46845.597111142044,17993.27927050226,4.525285447032877,50182.3481675153,68.9883395716264
